date,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm,"asthma edh [f] [rate per 100,000]","asthma edh [m] [rate per 100,000]"
2018-03,South Western Sydney,0.25,0.4,0.62,1.96,22.625,0.0333333333333333,28.5,27.3
2018-04,South Western Sydney,0.3,0.5,0.74,2.04,26.05,0.0333333333333333,24.3,23.3
2018-07,South Western Sydney,0.45,1.46,0.98,1.8,22.525,0.0333333333333333,24.5,21.2
2018-08,South Western Sydney,0.35,0.8800000000000001,0.8400000000000001,2.02,19.375,0.0333333333333333,23.0,22.9
2018-09,South Western Sydney,0.3,0.78,0.86,2.0,17.875,0.0666666666666666,24.0,21.7
2018-10,South Western Sydney,0.2,0.3399999999999999,0.68,2.26,16.6,0.0666666666666666,18.9,23.4
2018-11,South Western Sydney,0.2235023041474654,0.4,0.66,2.14,22.175,0.0666666666666666,22.2,22.2
2018-12,South Western Sydney,0.1,0.22,0.58,2.42,21.8,0.1,20.7,19.4
2019-02,South Western Sydney,0.1,0.38,0.58,1.96,20.775,0.0333333333333333,32.9,32.6
2019-03,South Western Sydney,0.05,0.38,0.64,1.82,20.275,0.0666666666666666,27.1,29.2
2019-04,South Western Sydney,0.15,0.76,0.78,1.54,19.675,0.1,27.7,30.7
2019-05,South Western Sydney,0.2,1.34,0.92,1.52,21.5,0.0666666666666666,36.3,38.0
2019-07,South Western Sydney,0.25,1.1,0.8800000000000001,1.6800000000000002,15.625,0.0333333333333333,24.8,21.3
2019-08,South Western Sydney,0.15,0.82,0.8,2.04,18.1,0.0333333333333333,24.8,24.7
2019-09,South Western Sydney,0.15,0.5599999999999999,0.74,2.06,17.95,0.0,24.8,20.0
2020-02,South Western Sydney,0.1,0.2,0.48,2.08,19.1,0.0333333333333333,22.3,26.5
2020-03,South Western Sydney,0.05,0.5412363636363636,0.5616727272727273,1.72808362369338,16.5,0.0043580683156654,28.3,28.0
2020-04,South Western Sydney,0.15,0.7,0.6799999999999999,1.6,18.65,0.0333333333333333,13.6,7.1
2020-05,South Western Sydney,0.15,0.9,0.6599999999999999,1.52,13.95,0.0,9.3,9.5
2020-06,South Western Sydney,0.15,1.08,0.72,1.44,14.1,0.0,19.7,20.1
2020-07,South Western Sydney,0.2,1.12,0.74,1.7,14.25,0.0,15.8,14.5
2020-08,South Western Sydney,0.15,0.8,0.6599999999999999,1.98,14.375,0.0,17.8,23.4
2020-09,South Western Sydney,0.1,0.74,0.7,2.08,18.9,0.0333333333333333,13.6,16.7
2020-10,South Western Sydney,0.1,0.2799999999999999,0.4600000000000001,2.42,15.775,0.0666666666666666,17.3,11.2
2020-11,South Western Sydney,0.1,0.3399999999999999,0.4600000000000001,2.28,20.375,0.0666666666666666,14.1,19.3
2020-12,South Western Sydney,0.0,0.18,0.3199999999999999,1.9,16.975,0.0333333333333333,13.6,13.8
2021-01,South Western Sydney,0.0,0.26,0.32,2.02,16.975,0.1,11.3,8.9
2021-02,South Western Sydney,0.0,0.3,0.36,1.54,15.25,0.0333333333333333,16.7,16.5
2021-03,South Western Sydney,0.0,0.3,0.48,1.6799999999999995,15.75,0.0,23.0,19.0
2021-04,South Western Sydney,0.1,0.76,0.7,1.64,21.075,0.0333333333333333,22.0,23.3
2021-05,South Western Sydney,0.1,0.9,0.6799999999999999,1.48,14.7,0.0,31.0,26.9
2021-06,South Western Sydney,0.15,1.36,0.78,1.38,13.675,0.0333333333333333,23.8,17.5
2021-08,South Western Sydney,0.1,0.5599999999999999,0.6,1.94,14.475,0.0,8.8,4.2
2021-09,South Western Sydney,0.0,0.4599999999999999,0.5599999999999999,2.18,14.8,0.0333333333333333,6.8,5.3
2021-10,South Western Sydney,-0.05,0.3399999999999999,0.5,2.22,16.1,-0.0333333333333333,5.9,7.9
2021-11,South Western Sydney,0.0235023041474654,0.2599999999999999,0.4,1.96,14.775,0.0,16.0,17.1
2021-12,South Western Sydney,-0.1,0.2,0.36,1.98,14.125,0.0,10.8,12.0
2022-01,South Western Sydney,0.1473214285714285,0.16,0.26,1.6800000000000002,15.225,0.0,9.6,7.3
2022-02,South Western Sydney,0.1473214285714285,0.38,0.3399999999999999,1.54,15.0,0.0,18.6,20.4
2022-03,South Western Sydney,-0.1,0.36,0.3399999999999999,1.5,11.575,0.0,30.6,28.8
2022-04,South Western Sydney,0.0,0.6599999999999999,0.48,1.4600000000000002,11.9,0.0,30.1,28.0
2022-05,South Western Sydney,0.05,1.0399999999999998,0.66,1.3,11.75,0.0,39.5,42.8
2022-06,South Western Sydney,0.1,1.14,0.6,1.613125,12.85,0.0,26.9,24.8
2022-07,South Western Sydney,0.05,0.6599999999999999,0.54,1.86,9.975,0.0,27.1,16.4
2022-08,South Western Sydney,0.0,0.68,0.6,1.78,11.325,0.0,25.0,33.3
2022-09,South Western Sydney,-0.05,0.4929285714285714,0.6107857142857143,2.0200000000000005,11.525,0.0,21.2,21.1
2022-10,South Western Sydney,-0.1,0.2599999999999999,0.44,2.04,11.35,0.0,19.6,20.6
2022-11,South Western Sydney,0.0735023041474654,0.4686725663716815,0.4529203539823008,1.871931330472103,14.8357905982906,0.0264705882352941,17.2,16.4
2022-12,South Western Sydney,0.0235023041474654,0.4286725663716814,0.4529203539823008,1.8319313304721028,16.7357905982906,0.0264705882352941,14.1,13.7
2023-02,South Western Sydney,0.0735023041474654,0.4886725663716814,0.5129203539823008,1.9119313304721035,18.2107905982906,0.0264705882352941,21.0,25.4
2023-03,South Western Sydney,0.0735023041474654,0.6299089300080452,0.6145930812550281,1.771931330472103,17.5607905982906,0.0322303921568627,22.0,19.5
2023-04,South Western Sydney,0.0735023041474654,0.7286725663716814,0.6129203539823009,1.5119313304721032,14.310790598290598,0.0264705882352941,26.5,20.1
2023-05,South Western Sydney,0.1235023041474654,1.0486725663716814,0.6929203539823009,1.531931330472103,16.3607905982906,0.0264705882352941,25.5,29.0
2023-06,South Western Sydney,0.1235023041474654,1.1086725663716814,0.6729203539823009,1.591931330472103,16.3607905982906,0.0264705882352941,18.9,18.4
2014-07,Sydney,0.3,1.3,1.35,1.15,14.9,,25.9,22.6
2014-08,Sydney,0.3,1.15,1.25,1.5,14.15,,22.0,28.9
2014-09,Sydney,0.2,0.6,0.95,1.9,14.05,,20.5,15.7
2014-10,Sydney,0.2,0.9970175438596492,1.0371929824561403,2.25,21.65,,21.1,19.2
2014-11,Sydney,0.2,0.3,0.7,2.3,23.25,,21.7,19.7
2014-12,Sydney,0.2,0.25,0.7,2.1,21.1,,18.0,24.9
2015-01,Sydney,0.2,0.2,0.55,1.75,19.0,,10.9,15.1
2015-03,Sydney,0.2,0.65,0.85,1.7,21.35,,25.6,29.5
2015-04,Sydney,0.2,0.75,0.85,1.5,13.7,,17.6,24.7
2015-05,Sydney,0.3,1.8,1.1,1.05,16.75,,25.2,27.6
2015-07,Sydney,0.3,2.0,1.2,1.1,12.65,,30.5,27.2
2015-08,Sydney,0.3,0.95,1.15,1.35,13.4,,22.1,28.4
2015-09,Sydney,0.3,0.65,0.95,1.8,14.0,,18.3,17.9
2015-10,Sydney,0.3,0.55,0.95,2.15,20.5,,19.6,21.7
2015-11,Sydney,0.2,0.25,0.7,2.1500000000000004,18.85,,17.2,19.5
2015-12,Sydney,0.2,0.35,0.6499999999999999,1.65,19.9,,14.3,15.0
2016-02,Sydney,0.3,0.55,0.6000000000000001,1.6,19.85,,19.3,35.2
2016-03,Sydney,0.3,0.5,0.6000000000000001,1.35,16.1,,20.1,29.5
2016-04,Sydney,0.3,1.197017543859649,1.1371929824561402,1.2999999999999998,18.95,,21.9,21.1
2016-05,Sydney,0.4,1.8,1.65,1.15,20.9,,28.3,28.3
2016-06,Sydney,0.3,1.5,1.25,1.2000000000000002,11.75,,23.3,28.1
2016-07,Sydney,0.3,1.4500000000000002,1.25,1.2000000000000002,12.0,,23.6,24.0
2016-08,Sydney,0.3,1.5,1.4,1.2999999999999998,14.55,,23.6,20.0
2016-09,Sydney,0.2,0.55,1.1,1.5499999999999998,11.7,,21.2,19.2
2016-10,Sydney,0.2,0.35,0.8,2.05,15.75,,17.6,18.7
2016-11,Sydney,0.1,0.35,0.8500000000000001,2.0,21.7,,11.4,16.3
2016-12,Sydney,0.1,0.25,0.8500000000000001,2.1,23.5,,15.2,16.0
2017-01,Sydney,0.2,0.3,0.75,1.95,24.05,,12.2,12.6
2017-02,Sydney,0.2,0.35,0.8,2.05,20.15,,22.0,22.2
2017-03,Sydney,0.2,0.35,0.75,1.45,17.5,,27.3,26.7
2017-04,Sydney,0.2631768953068592,1.25,1.25,0.95,15.15,,25.3,26.6
2017-08,Sydney,0.2,1.2505597014925374,1.3,1.75,15.7,,17.0,16.8
2017-09,Sydney,0.2,1.200559701492537,1.35,2.0,21.6,,15.7,16.5
2017-10,Sydney,0.1,0.7005597014925373,0.95,2.3,20.200000000000003,,10.6,19.1
2017-11,Sydney,0.1,0.35,0.6499999999999999,1.8,13.4,,16.3,14.1
2017-12,Sydney,0.2,0.3,0.8,1.95,20.950000000000003,,12.1,18.6
2018-02,Sydney,0.2631768953068592,0.7505597014925374,0.9084558823529412,1.5498233215547703,19.066390041493776,,18.7,22.5
2018-03,Sydney,0.2631768953068592,0.8005597014925373,0.9584558823529412,1.5998233215547706,20.066390041493776,,14.3,21.2
2018-04,Sydney,0.2631768953068592,0.8505597014925373,1.0584558823529413,1.5998233215547706,20.816390041493776,,20.2,18.0
2018-07,Sydney,0.1,1.95,1.6,1.3,19.1,,15.1,12.6
2018-08,Sydney,0.1,1.25,1.2999999999999998,1.75,17.7,,16.0,17.2
2018-09,Sydney,0.2631768953068592,0.8999999999999999,1.1,1.9,17.1,,14.1,24.4
2018-10,Sydney,0.2,0.3,0.8,2.1,16.4,,24.7,16.3
2018-11,Sydney,0.2,0.5,0.8,1.95,22.55,,17.1,19.8
2018-12,Sydney,0.2,0.25,0.6499999999999999,2.0,21.2,,16.6,11.8
2019-02,Sydney,0.2,0.5,0.7,1.6,20.2,,22.0,30.2
2019-03,Sydney,0.2,0.45,0.75,1.65,20.7,,18.1,24.5
2019-04,Sydney,0.2,1.2000000000000002,1.1,1.2999999999999998,20.200000000000003,,20.5,22.8
2019-05,Sydney,0.3,1.85,1.4,1.05,18.95,,28.2,26.4
2019-07,Sydney,0.3,1.55,1.35,1.15,14.55,,17.2,15.6
2019-08,Sydney,0.2,1.35,1.25,1.65,16.799999999999997,,17.2,17.2
2019-09,Sydney,0.2,0.65,0.95,1.95,17.6,,14.6,20.3
2020-02,Sydney,0.2,0.25,0.6,1.85,19.35,,16.4,23.5
2020-03,Sydney,0.2,0.65,0.8,1.55,16.15,,23.7,24.5
2020-04,Sydney,0.2,0.8,1.0,1.4500000000000002,17.55,,9.5,5.9
2020-05,Sydney,0.2,1.2000000000000002,1.0,1.2999999999999998,13.3,,8.1,6.2
2020-06,Sydney,0.3,1.55,1.25,1.05,14.0,,17.6,19.1
2020-07,Sydney,0.3,1.5,1.2,1.2999999999999998,14.0,,14.9,11.5
2020-08,Sydney,0.2,1.0,1.1,1.65,14.25,,17.0,20.2
2020-09,Sydney,0.2,0.6,0.95,2.05,16.3,,13.3,11.1
2020-10,Sydney,0.2,0.2,0.6499999999999999,2.4,16.200000000000003,,10.9,15.2
2020-11,Sydney,0.2,0.25,0.6499999999999999,2.1,20.45,,16.5,15.3
2020-12,Sydney,0.2,0.15,0.5,1.85,18.5,,10.0,15.4
2021-01,Sydney,0.2,0.2,0.45,1.9,17.950000000000003,,8.0,8.4
2021-02,Sydney,0.2,0.3,0.5,1.45,16.6,,15.7,15.9
2021-03,Sydney,0.2,0.35,0.6499999999999999,1.65,16.950000000000003,,19.5,19.7
2021-04,Sydney,0.2,1.1,1.15,1.2999999999999998,18.8,,14.4,18.7
2021-05,Sydney,0.2,1.3,1.1,1.15,14.9,,26.0,23.6
2021-06,Sydney,0.3,2.0,1.25,1.0,13.05,,19.2,18.5
2021-08,Sydney,0.2,0.55,0.95,1.75,14.95,,5.9,5.6
2021-09,Sydney,0.2,0.7005597014925373,1.0084558823529413,2.15,14.35,,8.3,3.0
2021-10,Sydney,0.1,0.3,0.75,2.25,16.4,,7.2,6.5
2021-11,Sydney,0.1,0.2,0.55,1.95,14.4,,9.7,8.2
2021-12,Sydney,0.2,0.25,0.4,1.6,14.65,,8.8,9.1
2022-01,Sydney,0.2,0.2,0.2,1.25,15.65,,7.0,11.2
2022-02,Sydney,0.2,0.4499999999999999,0.4,1.2,16.25,,8.1,11.2
2022-03,Sydney,0.2,0.5,0.4499999999999999,1.35,12.9,,19.2,24.4
2022-04,Sydney,0.2,0.8500000000000001,0.8,1.4,11.9,,23.1,24.2
2022-05,Sydney,0.3,1.3,1.2000000000000002,1.0,12.0,,28.9,28.4
2022-06,Sydney,0.2,1.2999999999999998,1.1,1.2000000000000002,11.8,,20.9,17.0
2022-07,Sydney,0.2,0.85,1.1,1.6,11.1,,14.6,16.5
2022-08,Sydney,0.2,0.65,0.9,1.8,10.55,,21.3,27.1
2022-09,Sydney,0.2,0.35,0.75,2.2,11.95,,18.9,18.9
2022-10,Sydney,0.2,0.3,0.6499999999999999,2.15,11.5,,16.5,15.5
2022-11,Sydney,0.2,0.25,0.5,2.0,13.5,,17.2,13.9
2022-12,Sydney,0.2,0.15,0.45,1.8,15.8,,13.6,11.1
2023-02,Sydney,0.2,0.35,0.5,1.7000000000000002,17.25,,18.1,15.3
2023-03,Sydney,0.2,0.4499999999999999,0.75,1.75,17.0,,14.9,12.6
2023-04,Sydney,0.2,0.8,0.8500000000000001,1.2999999999999998,12.85,,19.4,18.6
2023-05,Sydney,0.2,1.35,1.15,1.15,14.05,,25.1,19.9
2023-06,Sydney,0.2,1.35,1.2000000000000002,1.25,12.7,,16.9,14.4
2014-07,Western Sydney,0.2,1.6,1.3,1.3,,0.1,35.0,28.9
2014-08,Western Sydney,0.2,1.1,1.3,1.6,,0.1,27.0,29.5
2014-09,Western Sydney,0.1,0.5,1.0,1.9,,0.1,21.4,23.6
2014-10,Western Sydney,0.1,0.4,1.0,2.4,,0.1,21.3,23.1
2014-11,Western Sydney,0.0,0.3,0.8,2.5,,0.1,21.0,21.1
2014-12,Western Sydney,0.1,0.2,0.8,2.3,,0.1,19.7,28.0
2015-01,Western Sydney,0.0,0.1,0.6,2.0,,0.1,17.9,13.2
2015-03,Western Sydney,0.0,0.7,1.1,1.8,,0.1,29.2,28.1
2015-04,Western Sydney,0.1,0.6,0.9,1.5,,0.0,25.1,30.4
2015-05,Western Sydney,0.2,1.4,1.2,1.1,,0.0,33.6,35.1
2015-07,Western Sydney,0.2,2.0,1.4,1.1,,0.1,30.2,25.8
2015-08,Western Sydney,0.1,0.9,1.3,1.4,,0.1,29.0,30.0
2015-09,Western Sydney,0.1,0.6,1.1,1.8,,0.1,23.4,24.1
2015-10,Western Sydney,0.1,0.6,1.0,2.3,,0.1,21.9,24.3
2015-11,Western Sydney,0.0,0.4,0.8,2.5,,0.0,21.8,22.5
2015-12,Western Sydney,0.1,0.5,0.9,1.9,,0.1,19.5,16.0
2016-02,Western Sydney,0.0,0.5,0.8,1.9,,0.1,28.4,36.4
2016-03,Western Sydney,0.1,0.7,0.9,1.5,,0.1,26.0,25.3
2016-04,Western Sydney,0.2,1.0,1.3,1.4,,0.1,26.7,27.6
2016-05,Western Sydney,0.2,1.5,1.5,1.3,,0.1,31.1,34.0
2016-06,Western Sydney,0.2,1.1,1.1,1.3,,0.1,28.4,26.2
2016-07,Western Sydney,0.2,1.1,1.1,1.4,,0.0,23.6,21.8
2016-08,Western Sydney,0.2,1.4,1.3,1.3,,0.1,30.1,30.7
2016-09,Western Sydney,0.1,0.7,1.0,1.6,,0.1,27.8,26.0
2016-10,Western Sydney,0.0,0.2,0.6,2.1,,0.0,18.4,24.3
2016-11,Western Sydney,0.1,0.3,0.8,2.2,,0.0,17.5,20.3
2016-12,Western Sydney,0.0,0.2,0.7,2.4,,0.1,17.7,20.5
2017-01,Western Sydney,0.0,0.2,0.6,2.2,,0.1,16.3,12.3
2017-02,Western Sydney,0.0,0.4,0.7,2.3,,0.1,22.9,30.3
2017-03,Western Sydney,0.0,0.3,0.7,1.5,,0.1,23.9,28.7
2017-04,Western Sydney,0.1,1.0,1.0,1.4,,0.1,28.3,25.4
2017-08,Western Sydney,0.1,0.8,1.1,1.7,,0.1,26.2,22.1
2017-09,Western Sydney,0.1,0.8,1.1,2.0,,0.1,24.5,20.1
2017-10,Western Sydney,0.1,0.5,0.8,2.2,,0.1,18.2,18.4
2017-11,Western Sydney,0.0,0.6,0.7,1.8,,0.1,18.6,25.6
2017-12,Western Sydney,0.0,0.3,0.6,2.3,,0.1,18.8,19.5
2018-02,Western Sydney,0.0,0.6,0.6,1.7,,0.1,21.7,27.5
2018-03,Western Sydney,0.0,0.6,0.8,1.8,,0.1,21.0,26.7
2018-04,Western Sydney,0.1,0.6,0.9,1.9,,0.1,22.6,15.9
2018-07,Western Sydney,0.153030303030303,0.8607329842931938,0.9528795811518326,1.6776119402985077,,0.0776649746192893,23.2,14.7
2018-08,Western Sydney,0.1,1.0,1.2,1.8,,0.0,19.4,17.2
2018-09,Western Sydney,0.1,0.9,1.2,1.8,,0.1,21.4,20.8
2018-10,Western Sydney,0.1,0.3,0.9,2.1,,0.1,18.3,16.0
2018-11,Western Sydney,0.0,0.5,0.7,2.1,,0.1,20.6,16.9
2018-12,Western Sydney,0.0,0.3,0.6,2.3,,0.1,18.0,17.1
2019-02,Western Sydney,0.0,0.4,0.6,1.9,,0.1,20.3,26.1
2019-03,Western Sydney,0.0,0.4,0.7,1.7,,0.1,28.1,28.6
2019-04,Western Sydney,0.1,1.0,1.0,1.4,,0.1,23.8,28.4
2019-05,Western Sydney,0.1,1.3,1.1,1.3,,0.1,32.2,30.6
2019-07,Western Sydney,0.2,1.3,1.2,1.3,,0.1,22.7,13.9
2019-08,Western Sydney,0.1,0.9,1.1,1.7,,0.1,29.3,20.3
2019-09,Western Sydney,0.1,0.7,0.9,1.9,,0.1,22.5,19.3
2020-02,Western Sydney,0.0,0.3,0.5,2.1,,0.1,18.8,22.0
2020-03,Western Sydney,0.0,0.5,0.6,1.7,,0.1,22.0,22.8
2020-04,Western Sydney,0.1,0.6,0.8,1.6,,0.1,11.7,7.9
2020-05,Western Sydney,0.1,0.8,0.8,1.5,,0.0,8.8,5.9
2020-06,Western Sydney,0.2,1.3,1.1,1.2,,0.1,20.2,19.7
2020-07,Western Sydney,0.2,1.3,1.1,1.4,,0.1,14.5,15.7
2020-08,Western Sydney,0.1,0.8,0.9,1.8,,0.0,14.1,18.2
2020-09,Western Sydney,0.1,0.6,0.9,2.0,,0.1,14.8,12.1
2020-10,Western Sydney,0.1,0.4,0.7,2.4,,0.1,10.1,11.3
2020-11,Western Sydney,0.0,0.4,0.6,2.3,,0.1,15.0,18.3
2020-12,Western Sydney,0.0,0.2,0.5,1.9,,0.0,11.5,7.8
2021-01,Western Sydney,0.0,0.3,0.5,2.1,,0.1,7.6,6.7
2021-02,Western Sydney,0.0,0.4,0.5,1.6,,0.1,16.0,18.2
2021-03,Western Sydney,0.0,0.5,0.6,1.7,,0.1,17.0,19.8
2021-04,Western Sydney,0.1,1.1,1.0,1.4,,0.1,17.7,15.3
2021-05,Western Sydney,0.1,1.3,1.0,1.2,,0.1,23.0,26.6
2021-06,Western Sydney,0.2,1.6,1.0,1.2,,0.1,22.8,18.0
2021-08,Western Sydney,0.1,0.5,0.8,1.8,,0.0,8.1,6.3
2021-09,Western Sydney,0.1,0.5,0.8,2.1,,0.1,5.2,5.4
2021-10,Western Sydney,0.1,0.4,0.8,2.1,,0.0,8.7,6.5
2021-11,Western Sydney,0.0,0.3,0.5,1.9,,0.0,12.2,11.6
2021-12,Western Sydney,0.0,0.2,0.4,2.0,,0.0,10.4,7.9
2022-01,Western Sydney,0.0,0.2,0.3,1.7,,0.0,10.9,6.7
2022-02,Western Sydney,0.0,0.5,0.5,1.5,,0.0,14.0,14.9
2022-03,Western Sydney,0.0,0.4,0.6,1.4,,0.0,21.7,27.5
2022-04,Western Sydney,0.0,0.6,0.7,1.3,,0.0,31.6,30.5
2022-05,Western Sydney,0.1,1.3,1.0,1.0,,0.0,32.4,39.6
2022-06,Western Sydney,0.1,1.1,0.9,1.2,,0.0,23.1,19.7
2022-07,Western Sydney,0.1,0.8,0.9,1.6,,0.0,17.0,15.7
2022-08,Western Sydney,0.1,0.6,0.7,1.7,,0.0,27.4,20.3
2022-09,Western Sydney,0.0,0.4,0.7,1.9,,0.1,17.7,17.5
2022-10,Western Sydney,0.0,0.3,0.5,1.9,,0.0,19.0,17.3
2022-11,Western Sydney,0.0,0.4,0.4,1.9,,0.0,16.3,18.7
2022-12,Western Sydney,0.0,0.2,0.4,2.0,,0.1,15.1,13.5
2023-02,Western Sydney,0.153030303030303,0.8607329842931938,0.9528795811518326,1.6776119402985077,,0.0776649746192893,19.3,23.6
2023-03,Western Sydney,0.0,0.6,0.6,1.7,,0.1,16.2,14.0
2023-04,Western Sydney,0.0,0.9,0.7,1.3,,0.0,22.1,18.0
2023-05,Western Sydney,0.1,1.5,1.0,1.1,,0.1,22.9,21.9
2023-06,Western Sydney,0.1,1.2,1.0,1.2,,0.1,15.3,18.3
