financial year,lhd,NO pphm,NO2 pphm,OZONE pphm,asthma deaths,asthma edp,asthma hospitalisations,asthma pic,copd deaths,copd hospitalisations,iap deaths,iap hospitalisations
2014/2015,Central Coast,0.2333333333333333,0.4666666666666666,1.7911900210025593,0.675,366.6,117.375,9562.5,33.0,292.1,10.2,329.0
2015/2016,Central Coast,0.2166666666666666,0.4583333333333333,1.6916666666666669,0.725,380.9,121.225,9200.0,33.1,293.2,10.1,345.3
2016/2017,Central Coast,0.2166666666666666,0.4916666666666667,1.775,0.7,378.4,118.225,8762.5,35.5,306.9,11.3,287.0
2017/2018,Central Coast,0.175,0.4416666666666666,1.8611831241970025,0.675,368.2,113.575,8100.0,36.4,309.7,11.3,376.8
2018/2019,Central Coast,0.2166666666666666,0.4166666666666667,1.7333333333333334,0.675,378.8,107.725,7700.0,35.4,295.8,10.1,376.0
2019/2020,Central Coast,0.2083333333333333,0.3583333333333333,1.9166666666666667,0.6499999999999999,359.1,100.375,8491.666666666666,31.7,261.0,9.0,369.9
2020/2021,Central Coast,0.2333333333333333,0.35,1.7166666666666668,0.6,299.6,62.025000000000006,9283.333333333334,28.3,200.9,6.1,199.8
2021/2022,Central Coast,0.1916666666666666,0.225,1.6666666666666667,0.65,270.5,64.225,10075.0,31.175,171.2,6.975,223.55
2022/2023,Central Coast,0.1916666666666666,0.225,1.6833333333333331,0.65,330.1,142.24166666666667,10866.666666666666,34.05,210.56666666666663,7.85,247.3
2023/2024,Central Coast,0.1830819383655015,0.2587558061895388,1.7916666666666667,0.65,510.3,220.25833333333333,11658.333333333332,36.925,249.9333333333333,8.725,271.05
2014/2015,Hunter New England,0.4774398968359341,0.6375759910062889,2.158975234193854,0.825,452.6,108.675,9562.5,28.8,254.7,9.6,349.0
2015/2016,Hunter New England,0.4736786664000638,0.6642024110340078,2.058007816581769,1.025,469.9,116.975,9962.5,29.2,259.9,8.4,351.0
2016/2017,Hunter New England,0.4984599220650079,0.6585149419952286,2.1265459829920306,1.05,503.0,134.75,10037.5,31.0,282.0,12.2,364.6
2017/2018,Hunter New England,0.5435718832802907,0.6682586630492765,2.205529701807569,0.975,436.5,119.15,9937.5,29.4,267.1,12.7,425.3
2018/2019,Hunter New England,0.5560264826848705,0.6501873064255931,2.191191166371898,0.875,446.4,122.475,9950.0,28.0,246.1,10.2,376.5
2019/2020,Hunter New England,0.5201158055810179,0.6281471321150829,2.3635376441178577,0.8,441.2,109.825,9991.666666666666,26.8,228.2,7.5,350.5
2020/2021,Hunter New England,0.5237466981241533,0.5354011442796035,1.964825406366791,0.8,384.6,81.3,10033.333333333334,25.2,161.6,5.1,222.2
2021/2022,Hunter New England,0.4833687170347426,0.5154204352533742,1.863955384662791,0.65,384.2,70.425,10075.0,26.175,160.1,5.8,225.7
2022/2023,Hunter New England,0.451607113285206,0.5014504509613554,1.913033066924752,0.65,415.6,95.08333333333331,10116.666666666666,27.15,186.63333333333333,6.5,229.2
2023/2024,Hunter New England,0.5208674928113552,0.555903193359782,2.0654761904761902,0.65,406.9,119.74166666666667,10158.333333333334,28.125,213.16666666666663,7.2,232.7
2014/2015,Illawarra Shoalhaven,0.3552270670891047,0.5909735561443975,1.9125,0.65,398.2,82.075,7250.0,29.1,254.8,7.9,346.8
2015/2016,Illawarra Shoalhaven,0.3625,0.6291666666666667,1.8683087024036045,0.7,426.6,107.475,6937.5,29.1,235.9,8.3,320.7
2016/2017,Illawarra Shoalhaven,0.3416666666666666,0.5458333333333333,1.95,0.75,420.6,110.05,6725.0,30.3,246.5,10.7,310.9
2017/2018,Illawarra Shoalhaven,0.3708333333333333,0.5375,2.0223979578271054,0.725,395.8,82.675,7062.5,27.4,256.2,10.7,389.2
2018/2019,Illawarra Shoalhaven,0.3538060328112442,0.5706349347229379,1.9416666666666669,0.625,367.4,83.425,7600.0,25.9,244.1,10.4,367.4
2019/2020,Illawarra Shoalhaven,0.3041666666666667,0.5333333333333333,2.0125,0.55,311.0,69.975,8129.166666666667,26.9,231.8,8.6,363.8
2020/2021,Illawarra Shoalhaven,0.3374999999999999,0.45,1.8291666666666664,0.55,272.2,51.775000000000006,8658.333333333334,26.8,161.2,5.5,222.7
2021/2022,Illawarra Shoalhaven,0.3041666666666667,0.3166666666666667,1.8041666666666665,0.65,257.0,53.6,9187.5,27.15,151.7,6.65,251.3
2022/2023,Illawarra Shoalhaven,0.2958333333333333,0.3666666666666667,1.8625,0.65,270.5,83.88333333333333,9716.666666666666,27.5,202.16666666666663,7.8,279.9
2023/2024,Illawarra Shoalhaven,0.3999999999999999,0.65,1.820317970042006,0.65,380.35,114.16666666666666,10245.833333333332,27.85,252.63333333333333,8.95,308.5
2014/2015,Mid North Coast,0.0858748990860514,0.260244219635097,1.8852401280939293,0.75,490.2,122.3,10800.0,28.2,295.4,10.1,365.6
2015/2016,Mid North Coast,0.1643176107201182,0.3194231401428044,1.9225827853585724,0.55,505.0,100.55,9075.0,27.4,319.2,8.7,399.8
2016/2017,Mid North Coast,0.0989444370654187,0.2796014461096064,2.033003849116106,0.425,489.6,147.2,7437.5,29.9,294.6,7.8,348.7
2017/2018,Mid North Coast,0.1254960123112449,0.246269537326237,1.760193893231193,0.525,449.1,132.375,7362.5,29.7,299.1,8.6,388.3
2018/2019,Mid North Coast,0.2103510947921267,0.2959799343275268,1.8474322353344956,0.725,454.9,120.275,8100.0,31.9,265.5,8.8,367.9
2019/2020,Mid North Coast,0.1335319071043306,0.3276153874887897,2.0819214676808726,0.85,454.3,104.725,8537.5,28.6,256.8,7.6,365.2
2020/2021,Mid North Coast,0.1450229535582019,0.3156710994706241,1.8169527248715365,0.85,344.1,73.1,8975.0,24.9,203.5,4.9,265.0
2021/2022,Mid North Coast,0.1256927446456151,0.2545963154728062,1.6208333333333331,0.65,361.8,70.0,9412.5,26.65,183.7,6.075,296.25
2022/2023,Mid North Coast,0.1258988884030027,0.2682301629908377,1.5473556145308438,0.65,390.8,129.69166666666666,9850.0,28.4,275.76666666666665,7.25,327.5
2023/2024,Mid North Coast,0.0809878452239268,0.2294556611403941,1.768525920992854,0.65,514.05,189.38333333333333,10287.5,30.15,367.8333333333333,8.425,358.75
2014/2015,Murrumbidgee,0.1755156449784158,0.2864531960601835,1.955223617786847,0.975,637.3,192.45,13112.5,31.9,412.0,9.6,476.8
2015/2016,Murrumbidgee,0.1427098772566428,0.3019908728885088,1.899084235109396,1.05,660.2,157.5,14187.5,33.4,390.3,10.4,501.6
2016/2017,Murrumbidgee,0.1709114680386465,0.3372117782887467,1.9337913420849813,1.2000000000000002,740.7,211.425,13875.0,29.6,407.7,11.9,499.3
2017/2018,Murrumbidgee,0.1651385131942303,0.3291483586715486,1.9480366224284869,1.3250000000000002,606.9,186.5,12325.0,28.7,401.4,10.0,540.2
2018/2019,Murrumbidgee,0.1954849411438435,0.3261162583960215,1.8871400378624963,1.425,586.0,166.875,11600.0,32.5,402.5,8.8,526.1
2019/2020,Murrumbidgee,0.2347562436357426,0.3650281890364819,2.0930520936336983,1.425,559.5,141.225,11595.833333333334,31.2,368.7,7.4,489.9
2020/2021,Murrumbidgee,0.2012747038493113,0.3289700579383269,1.8017202410954087,1.35,533.3,109.45,11591.666666666666,29.1,275.0,5.5,316.8
2021/2022,Murrumbidgee,0.1539352629785041,0.2672191659642898,1.8040229833581984,0.65,523.5,157.05,11587.5,29.525,245.5,6.775,319.0
2022/2023,Murrumbidgee,0.1597433229462373,0.3083892209008635,1.8332641555066589,0.65,707.9,146.18333333333334,11583.333333333334,29.950000000000003,255.13333333333333,8.05,321.20000000000005
2023/2024,Murrumbidgee,0.1848186306015773,0.3845924002889538,1.9283204066363,0.65,561.55,135.31666666666666,11579.166666666666,30.375,264.76666666666665,9.325,323.40000000000003
2014/2015,Nepean Blue Mountains,0.2103916072702753,0.4406109849496617,1.994593226981648,1.0,415.2,139.675,8775.0,30.8,260.9,10.6,351.1
2015/2016,Nepean Blue Mountains,0.2140042936484933,0.4349175691157685,1.979575933965467,1.0,374.6,125.325,9112.5,32.4,256.5,13.7,353.1
2016/2017,Nepean Blue Mountains,0.2316615018557659,0.4255464193598635,1.9514180748065408,1.15,404.2,126.925,9712.5,32.4,284.8,14.0,332.8
2017/2018,Nepean Blue Mountains,0.2327791340804701,0.4470386359875205,2.1391882843112726,1.2,361.2,134.15,10237.5,28.9,268.8,12.0,427.0
2018/2019,Nepean Blue Mountains,0.2385295088157254,0.4339217030530178,2.081548903056343,1.075,371.4,147.35,10550.0,25.2,235.1,10.9,392.3
2019/2020,Nepean Blue Mountains,0.2029567963124263,0.3830820494576292,2.2895362079962918,0.775,321.6,108.925,10279.166666666666,22.9,207.5,9.6,362.9
2020/2021,Nepean Blue Mountains,0.1981375322306494,0.3186616023855212,1.86352247409298,0.55,252.2,83.25,10008.333333333334,20.8,135.4,7.3,210.5
2021/2022,Nepean Blue Mountains,0.1706401226372792,0.2798653692046115,1.818205978106841,0.65,254.9,82.6,9737.5,21.4,138.9,7.649999999999999,240.075
2022/2023,Nepean Blue Mountains,0.1758124967711981,0.3341880331216254,1.872412761927984,0.65,277.7,117.15,9466.666666666666,22.0,166.9,8.0,269.65
2023/2024,Nepean Blue Mountains,0.1902892856498841,0.4303136408563894,2.1003138790557263,0.65,448.85,151.7,9195.833333333334,22.6,194.9,8.35,299.225
2014/2015,Northern Sydney,0.3479100158550693,0.7774231101080593,1.7099144868065972,0.55,254.2,90.25,9737.5,12.9,123.5,8.9,281.6
2015/2016,Northern Sydney,0.3439138768975918,0.7363403781149399,1.7021443438474335,0.6499999999999999,239.7,96.125,9150.0,13.1,125.2,9.2,300.3
2016/2017,Northern Sydney,0.3958824470818849,0.754349541985026,1.7410649430257357,0.625,231.0,105.575,9300.0,12.9,109.3,11.3,287.1
2017/2018,Northern Sydney,0.3465684102802419,0.7050039057708536,1.900933446795493,0.45,207.9,89.67500000000001,9362.5,11.5,108.1,11.2,339.3
2018/2019,Northern Sydney,0.3943800043868485,0.796590489789288,1.84193509761149,0.3,210.8,103.75,9300.0,10.5,102.9,9.3,325.5
2019/2020,Northern Sydney,0.3617259462366102,0.790532653212058,1.9039854463166184,0.3,177.6,88.75,9304.166666666666,9.7,85.5,8.0,310.2
2020/2021,Northern Sydney,0.3998543122946896,0.6682189279615449,1.693535649157088,0.35,138.5,67.15,9308.333333333334,9.4,61.2,5.9,156.3
2021/2022,Northern Sydney,0.345696853611455,0.5712747605145129,1.6861096472826604,0.65,126.0,58.225,9312.5,11.125,60.5,6.375,176.875
2022/2023,Northern Sydney,0.5038994626179583,0.6445999278563771,1.7003278540149631,0.65,155.9,74.95833333333333,9316.666666666666,12.85,105.26666666666668,6.85,197.45
2023/2024,Northern Sydney,0.467736610646612,0.727352407772408,1.7236518872195166,0.65,225.9,91.69166666666666,9320.833333333334,14.575,150.03333333333336,7.325,218.025
2014/2015,South Eastern Sydney,2.9836949880926364,1.422863153287438,1.3380543932524065,0.5,295.9,100.475,5937.5,16.3,135.9,7.8,276.6
2015/2016,South Eastern Sydney,3.0797308700945063,1.467131480703206,1.3105384625631342,0.55,265.5,95.225,6100.0,15.7,135.7,7.2,257.2
2016/2017,South Eastern Sydney,2.8977913421151213,1.4346761032126245,1.384755324375561,0.6499999999999999,261.0,96.375,6200.0,17.4,139.7,8.9,278.3
2017/2018,South Eastern Sydney,2.75815575500696,1.448040511962799,1.4285173071141617,0.675,226.8,101.9,6950.0,16.7,129.1,8.8,321.5
2018/2019,South Eastern Sydney,2.947545236365947,1.56961659504037,1.3641075794669748,0.65,240.5,112.0,7200.0,14.1,127.8,7.4,339.3
2019/2020,South Eastern Sydney,2.5416666666666665,1.4833333333333334,1.4951346962429817,0.6000000000000001,219.0,98.525,7883.333333333333,14.8,118.5,6.1,314.3
2020/2021,South Eastern Sydney,2.45021977036854,1.331017425791939,1.39085773492464,0.55,176.9,68.1,8566.666666666666,13.7,76.8,4.7,158.7
2021/2022,South Eastern Sydney,2.100257976640234,1.1410720793663889,1.3913952823690847,0.65,170.5,72.35,9250.0,16.125,68.3,5.25,187.2
2022/2023,South Eastern Sydney,2.408333333333333,1.2791666666666666,1.3583333333333334,0.65,204.9,85.6111111111111,9933.333333333334,18.55,139.6,5.800000000000001,215.7
2023/2024,South Eastern Sydney,2.9250000000000003,1.3110278370369608,1.2791666666666666,0.65,279.95,98.87222222222222,10616.666666666668,20.975,210.9,6.3500000000000005,244.2
2014/2015,South Western Sydney,0.6062508463481429,0.6809514381538279,1.8207820082184003,0.75,355.0,135.875,7250.0,23.4,219.1,6.9,314.8
2015/2016,South Western Sydney,0.620532641365352,0.7404601501172303,1.7896288528116229,0.875,352.9,135.425,7087.5,24.8,234.9,8.1,331.7
2016/2017,South Western Sydney,0.6184612669161064,0.7217657218018579,1.851354296205579,1.025,328.9,145.4,8387.5,27.0,243.9,9.2,353.2
2017/2018,South Western Sydney,0.6473568451923719,0.8058900520707791,1.944652193772641,1.1,288.5,142.375,9100.0,23.9,233.1,9.1,402.5
2018/2019,South Western Sydney,0.6973454542097005,0.7994661749857594,1.9073747438212951,1.025,311.1,151.275,9050.0,20.8,232.2,8.8,382.5
2019/2020,South Western Sydney,0.6349472896785444,0.7714376783807076,1.9597857208670224,0.8500000000000001,255.8,126.1,9095.833333333334,20.1,198.0,7.2,352.2
2020/2021,South Western Sydney,0.6551222983361523,0.5562991949209095,1.8712453605561,0.8,217.3,88.02499999999999,9141.666666666666,18.8,129.7,5.5,202.2
2021/2022,South Western Sydney,0.5893832244626266,0.4850553320735976,1.736121473260763,0.65,213.1,92.9,9187.5,22.325,114.9,6.775,228.25
2022/2023,South Western Sydney,0.6427489701802699,0.5106091081096767,1.797856521393066,0.65,250.6,119.5,9233.333333333334,25.85,172.36666666666667,8.05,254.3
2023/2024,South Western Sydney,0.6514773750929004,0.6562829332006416,1.8508685444465456,0.65,334.2,146.1,9279.166666666666,29.375,229.83333333333331,9.325,280.35
2014/2015,Southern NSW,0.2189165139726544,0.3599331214103749,2.1583556686898766,0.9,417.8,88.75,8587.5,32.9,240.9,10.6,339.8
2015/2016,Southern NSW,0.2133868944695589,0.3544366379302887,2.1269432218374904,0.875,441.9,84.4,8187.5,30.7,253.5,9.0,375.5
2016/2017,Southern NSW,0.2240676414777005,0.3888401459007684,2.148951429643016,0.8,467.2,101.575,7912.5,31.2,280.5,14.2,419.8
2017/2018,Southern NSW,0.1969609498454024,0.3636862320580289,2.3116235913760894,0.7,436.5,116.125,7712.5,34.5,330.4,13.6,469.1
2018/2019,Southern NSW,0.1989445969922525,0.3666980845123523,2.154204502643132,0.625,494.0,121.725,7900.0,33.3,308.1,9.5,416.2
2019/2020,Southern NSW,0.1804304933032408,0.3925435302882054,2.302080263986021,0.55,431.0,97.65,7966.666666666667,29.1,260.7,7.8,381.8
2020/2021,Southern NSW,0.1999999999999999,0.3416666666666666,2.0416666666666665,0.5,354.1,68.45,8033.333333333333,27.1,191.5,4.2,279.9
2021/2022,Southern NSW,0.1857391732558533,0.2397016552894644,1.949675293089784,0.65,350.6,58.625,8100.0,25.1,164.4,5.1,278.2
2022/2023,Southern NSW,0.2083333333333333,0.2166666666666666,2.058333333333333,0.65,431.2,76.15833333333333,8166.666666666667,23.1,184.6,6.0,276.5
2023/2024,Southern NSW,0.2333333333333333,0.3999999999999999,2.1416666666666666,0.65,352.9,93.69166666666666,8233.333333333334,21.1,204.8,6.9,274.8
2014/2015,Sydney,0.8465612116873759,0.9899788618854928,1.553116116259753,0.85,274.6,94.675,5787.5,19.1,189.6,7.8,294.2
2015/2016,Sydney,0.9107371114137738,1.0037779574315306,1.4537110916517813,0.575,270.8,105.425,6012.5,17.1,184.1,8.6,295.9
2016/2017,Sydney,0.9036367570850224,1.056809497236488,1.4668048633918456,0.375,261.4,116.95,6350.0,17.1,193.9,11.4,322.7
2017/2018,Sydney,0.8831397743516476,1.0603989893778427,1.5137321056511104,0.425,220.4,114.4,6050.0,17.6,189.4,11.0,365.2
2018/2019,Sydney,0.8975033672289054,1.0095269087344845,1.5329863204648613,0.525,239.9,115.425,5625.0,16.6,197.9,9.9,328.7
2019/2020,Sydney,0.7518343957445824,0.9073486806972658,1.5239325116442977,0.6000000000000001,201.8,104.675,6983.333333333333,14.5,172.0,8.2,334.9
2020/2021,Sydney,0.743314531020729,0.873356732285131,1.598568613289858,0.65,188.2,83.57499999999999,8341.666666666666,15.1,108.1,4.9,193.8
2021/2022,Sydney,0.626840857528761,0.7796411911388818,1.498413491048061,0.65,160.3,70.45,9700.0,20.95,83.1,5.95,268.75
2022/2023,Sydney,0.6404878705781331,0.8270709754751286,1.547411274706022,0.65,200.4,129.825,11058.333333333332,26.8,211.56666666666663,7.0,343.70000000000005
2023/2024,Sydney,0.7436132518974167,0.8780744651192189,1.4625519409963206,0.65,309.8,189.2,12416.666666666666,32.65,340.0333333333333,8.05,418.65
2014/2015,Western NSW,0.1491654773597109,0.173631390937633,2.24270341900474,1.4,419.2,109.325,10100.0,38.5,366.8,9.1,436.8
2015/2016,Western NSW,0.0961662476250072,0.2227896246722744,2.2194485723317,1.25,565.8,103.65,9100.0,45.6,349.6,11.3,493.4
2016/2017,Western NSW,0.0604642392956178,0.2015450773912776,2.1870929785504565,1.2000000000000002,690.1,115.6,8700.0,51.3,360.9,15.0,539.2
2017/2018,Western NSW,0.0553019346937642,0.25163134249543,2.346973277752733,1.25,539.9,108.675,8562.5,45.2,382.6,12.5,515.6
2018/2019,Western NSW,0.1522267370239259,0.2743650402431547,2.263526653733468,1.2999999999999998,553.1,96.45,9375.0,37.9,331.9,12.4,472.4
2019/2020,Western NSW,0.1899262100345896,0.301065971059534,2.411665509278862,1.325,516.3,119.125,9575.0,35.5,337.8,10.6,444.9
2020/2021,Western NSW,0.0815916135094641,0.2400020579430331,2.122618691985908,1.25,551.8,80.275,9775.0,34.1,269.5,6.5,312.1
2021/2022,Western NSW,0.0753889805734898,0.1831141956966949,2.009218071334292,0.65,561.8,79.275,9975.0,31.25,242.6,7.05,299.40000000000003
2022/2023,Western NSW,0.0613728081434918,0.2127970710773593,2.0815591091963315,0.65,600.8,89.39166666666667,10175.0,28.4,242.9333333333333,7.6,286.70000000000005
2023/2024,Western NSW,0.0564140597681302,0.2609618897930771,2.2587677475433527,0.65,458.45,99.50833333333334,10375.0,25.55,243.26666666666665,8.149999999999999,274.0
2014/2015,Western Sydney,0.8156642290241426,0.9268278358769244,1.726750657405119,0.9,316.1,152.05,6387.5,22.7,240.9,8.7,314.7
2015/2016,Western Sydney,0.6526738370731023,0.9324067161918684,1.6838826890949816,1.0,310.9,151.85,4650.0,23.1,234.0,8.4,319.0
2016/2017,Western Sydney,0.6739796404859272,0.8885685314400931,1.716075034810478,1.025,304.2,152.45,5075.0,23.3,236.6,10.7,318.3
2017/2018,Western Sydney,0.8357283342606058,0.8860084425902278,1.8469216704227835,0.9,268.5,153.725,6725.0,19.6,217.1,9.0,379.7
2018/2019,Western Sydney,0.8019438334612193,0.9008274649729348,1.81470410196044,0.725,269.2,164.625,7300.0,19.0,226.2,8.8,376.8
2019/2020,Western Sydney,0.8104726588695504,0.7734344862100935,1.9835044504180688,0.675,224.7,138.325,7300.0,18.3,197.4,8.1,334.8
2020/2021,Western Sydney,0.68125,0.75625,1.7208333333333332,0.65,187.3,123.325,7300.0,16.8,144.3,4.8,192.9
2021/2022,Western Sydney,0.5791666666666667,0.6958333333333333,1.6,0.65,186.1,98.45,7300.0,16.8,121.3,4.8,192.9
2022/2023,Western Sydney,0.6853534780300429,0.6975207771494528,1.6329238230066805,0.65,215.7,98.45,7300.0,16.8,121.3,4.8,192.9
2023/2024,Western Sydney,0.6044902620626927,0.840359764763215,1.740042571721771,0.65,215.7,98.45,7300.0,16.8,121.3,4.8,192.9
